trial_index,left_type,right_type,left_ori,right_ori,left_tf_hz,right_tf_hz,stim_on_s,stim_off_s
1,B,A,225.0,45.0,2.0,2.0,2.568099700001767,5.97970370000985
2,A,B,45.0,225.0,2.0,2.0,8.08658609999111,11.513215099999798
3,B,A,225.0,45.0,2.0,2.0,13.62022579999757,14.979983800003538
