trial_index,left_type,right_type,left_ori,right_ori,left_sf_cpd,right_sf_cpd,left_size_deg,right_size_deg,left_sf_cyc_per_pix,right_sf_cyc_per_pix,left_size_pix,right_size_pix,stim_on_s,stim_off_s
1,B,A,45.0,0.0,0.1,0.1,70.0,70.0,0.012732072236589958,0.012732072236589958,550,550,5.114323100016918,7.4258064000168815
2,A,B,0.0,45.0,0.1,0.1,70.0,70.0,0.012732072236589958,0.012732072236589958,550,550,10.621039499994367,12.943145000026561
