trial_index,left_type,right_type,left_ori,right_ori,left_sf_cpd,right_sf_cpd,left_size_deg,right_size_deg,left_sf_cyc_per_pix,right_sf_cyc_per_pix,left_size_pix,right_size_pix,stim_on_s,stim_off_s
1,B,A,45.0,0.0,0.1,0.1,70.0,70.0,0.012732072236589958,0.012732072236589958,550,550,4.028702699986752,3.588047600002028
2,A,B,0.0,45.0,0.1,0.1,70.0,70.0,0.012732072236589958,0.012732072236589958,550,550,6.603447699977551,4.503662200004328
