date,	EphysFolder,	PassiveFolder,	TaskFile
260719,	CnL45_20260719,	CnL45_20260719_212113.rec,	CnL45_drifting_grating_exp_20260719_212128.txt
260722,	CnL45_20260722,	CnL45_passive_20260722_142653.rec,	CnL45_drifting_grating_exp_20260722_142714.txt
